length,$p_{stable}$,p_act,Energy,Consensus
38640,$1/\log^{1/3}n$,0.4367902323681495,-0.77880859375,0.06561307097567287
50002,$1/\sqrt{n}$,0.015625,-0.9609375,0.4580078125
50002,$1/n^{1/3}$,0.06250000000000001,-0.93212890625,0.12548828125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9248046875,0.42236328125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.80322265625,0.03564453125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77783203125,0.046875
50002,$1/\sqrt{n}$,0.015625,-0.9677734375,0.5283203125
50002,$1/n^{1/3}$,0.06250000000000001,-0.9345703125,0.09521484375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.21875
50002,$1/\log n$,0.08333333333333333,-0.908203125,0.30224609375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84375,0.06591796875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77587890625,0.044921875
50002,$1/\sqrt{n}$,0.015625,-0.966796875,0.51220703125
50002,$1/n^{1/3}$,0.06250000000000001,-0.93603515625,0.0712890625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.927734375,0.0068359375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83349609375,0.056640625
4680,$1/\log^{1/3}n$,0.4367902323681495,-0.77587890625,0.029294370993589745
50002,$1/\sqrt{n}$,0.015625,-0.9375,0.0517578125
50002,$1/n^{1/3}$,0.06250000000000001,-0.91943359375,0.1240234375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91796875,0.2197265625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8408203125,0.08935546875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78662109375,0.033203125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93994140625,0.44775390625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93359375,0.4169921875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.853515625,0.38037109375
840,$1/\log^{1/3}n$,0.4367902323681495,-0.7724609375,0.18554920014880952
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9384765625,0.0390625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9169921875,0.0546875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8662109375,0.1708984375
2520,$1/\log^{1/3}n$,0.4367902323681495,-0.79052734375,0.08748566158234126
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93994140625,0.23388671875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92529296875,0.1513671875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82275390625,0.03955078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7861328125,0.09716796875
